s_84;s_85;s_86;s_87;s_88;s_91;s_94;s_95;s_96;s_97;s_92;s_93;s_98;b_2;lang;b_3;s_43;s_44_1;s_44_2;s_44_3;s_44_4;s_44_5;s_44_6;s_44_7;s_44_8;s_44_9;s_44_10;s_44_11;s_44_12;s_44_13;email;statoverall_1;statoverall_2;statoverall_3;statoverall_4;statoverall_5
;"";;"";;"";6;5;8;"Den sidste sætning man skrev blev ofte forkortet, hvilket gjorde at historien nogle gange tog en anden drejning end jeg havde tænkt.";7;6;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";7;5;4;"Jeg tror historien blev mere ensformig fordi AI støttede mit narrativ, fremfor at udfordre og bringe nye inputs.   Samtidig var det spændende at tænke kreativt med AI.";7;6;"Tror jeg følte relativ stor ejerskab - både fordi historien var relaterbar, men også fordi jeg var i stand til at styre narrativet en del, da LLM'en støttede fremfor udfordre.";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";1;3;3;"AI pressede mig i en helt anden retning, end jeg ønskede";3;7;"Det var en helt anden verden, end den jeg ønskede at bygge op. Jeg ville skrive meget mørkere i tonen, end AI var med på.";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";5;5;8;"";4;6;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";3;1;3;"Det er svært at holde sig til én genre når der kommer input fra en anden part som ikke ved hvor man vil hen med det.";4;4;"Den er god til at sætte handling i gang - men ikke nødvendigvis når man gerne selv vil.";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";6;6;6;"AI redigerede kontinuerligt den sidste sætning eller ord af forrige sætning, hvilket gjorde det svært for mig at styre narrativet.";5;6;"AI tog kontrol. Ville ikke lade mig slutte sætningerne som jeg ville.";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";6;5;6;"";3;4;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;1;0
;"";;"";;"";;;;"";;;"";2;;31;2;1;1;1;1;1;1;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;24;5;1;0;1;0;1;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;24;5;0;0;0;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;23;4;1;0;0;1;0;0;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;43;5;1;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;27;2;1;1;1;1;1;0;0;1;0;0;1;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;27;5;1;1;0;1;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;29;2;1;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;22;4;1;1;0;0;0;0;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";3;;23;6;0;0;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;12;3;0;0;0;1;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;30;6;0;0;0;1;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;46;4;0;1;1;1;0;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;38;5;0;1;1;0;0;0;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;32;2;1;0;0;1;1;0;1;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;53;2;0;1;0;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;28;2;1;1;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;30;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;29;2;0;1;1;0;1;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;24;5;0;0;1;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;26;2;1;0;1;0;1;1;1;0;1;0;1;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;33;2;1;0;1;1;1;1;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;22;3;0;0;1;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;1;1;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;23;5;0;0;0;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;0;1;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;2;0;1;0;0;0;0;0;0;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;2;1;1;0;0;1;1;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;2;0;1;0;1;1;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;5;0;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;3;1;1;1;0;1;0;0;0;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;20;4;0;0;1;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;20;4;0;0;1;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;4;0;0;0;0;0;0;0;1;1;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;28;6;0;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;19;2;1;1;0;1;1;1;0;1;1;0;1;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;22;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;20;3;1;0;1;1;0;0;0;1;0;0;1;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;24;6;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;2;0;0;1;0;1;1;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;0;0;0;0;1;0;0;1;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;6;0;0;0;0;0;0;0;1;0;1;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;1;1;1;1;1;1;1;1;1;1;1;1;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;3;1;0;1;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;0;1;0;0;0;1;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;6;0;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;5;0;1;0;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;5;0;0;1;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;5;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;19;5;1;1;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;2;1;1;0;1;1;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;3;0;1;1;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;0;1;1;1;1;0;0;1;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;3;1;0;0;1;1;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;4;1;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;3;0;0;0;0;1;0;0;0;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;3;1;1;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;2;0;1;0;1;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;16;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;6;0;0;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;4;0;1;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;;1;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;5;0;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;5;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;5;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;1;1;1;1;1;1;1;0;1;1;1;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;19;3;1;1;0;1;1;0;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;6;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;3;0;1;0;0;1;0;0;1;1;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;6;0;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;6;0;0;0;0;1;0;0;1;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;19;1;1;1;0;0;0;0;0;1;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;0;0;0;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;4;1;0;0;0;0;0;0;1;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;6;0;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;0;1;1;0;0;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;23;2;0;0;0;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;20;5;0;1;0;0;0;0;0;0;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;19;6;0;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;6;1;1;0;0;1;1;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;16;5;0;0;1;0;1;0;0;1;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;17;5;1;1;1;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;0;0;0;0;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;2;0;1;1;1;1;0;0;0;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;3;0;1;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";1;;18;6;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;6;0;0;0;0;1;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;2;1;1;0;1;1;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;1;0;1;1;1;0;0;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;26;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;1;1;1;0;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;0;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;6;0;0;0;0;0;0;0;0;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;3;1;0;0;0;0;1;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;17;2;1;1;1;1;0;0;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;20;5;0;0;1;0;1;0;0;0;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;22;1;0;1;0;0;1;0;0;1;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;21;6;1;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;23;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;23;2;1;0;0;0;0;0;0;1;0;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;37;2;1;1;0;0;0;1;0;0;1;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;20;5;0;0;0;1;1;0;0;1;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";2;;24;2;1;1;0;0;1;0;0;1;1;0;1;1;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;18;4;1;0;0;0;1;0;0;0;0;0;1;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;18;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;28;5;0;1;0;1;1;0;0;0;1;0;0;1;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;24;3;0;1;0;0;1;1;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;24;3;1;1;0;0;1;1;0;1;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";1;;19;5;1;0;0;0;1;0;0;1;0;0;0;0;1;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;12;3;0;0;0;0;0;0;1;1;1;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";2;;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;"";0;0;1;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
;"";;"";;"";;;;"";;;"";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;"";0;1;0;0;0
